False,AlOmn_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,kulofap_1,noun,na,na,na,na,xf,xs,xc,xu,xy
False,musotadiyr_1,noun,na,na,na,na,xf,xs,xi,xu,xy
False,mhnQyh_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,naZ~am_1,verb,x3,xp,xa,xi,xf,xs,na,na,na
True,naZ~am_1,verb,x3,xp,xa,xi,xm,xs,na,na,na
True,naZ~am_1,verb,x3,xp,xp,xi,xf,xs,na,na,na
False,naZ~am_1,verb,x3,xp,xa,xi,xm,xp,na,na,na
False,naZ~am_1,verb,x3,xi,xa,xu,xm,xs,na,na,na
False,naZ~am_1,verb,x3,xi,xa,xu,xf,xs,na,na,na
False,ITlAq_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,HAfiz_1,noun,na,na,na,na,xm,xs,xd,xu,xy
False,{iqotaraH_1,verb,x3,xi,xa,xi,xm,xs,na,na,na
False,{iqotaraH_1,verb,x3,xi,xa,xu,xf,xs,na,na,na
True,{iqotaraH_1,verb,x3,xp,xa,xi,xf,xs,na,na,na
False,{iqotaraH_1,verb,x3,xp,xa,xi,xm,xs,na,na,na
False,{iqotaraH_1,verb,x3,xi,xa,xu,xm,xs,na,na,na
False,maHab~ap_1,noun,na,na,na,na,xf,xs,xi,xu,xy
False,OcqAC_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,wbAlOHrY_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,nusoxap_1,noun,na,na,na,na,xm,xs,xi,xu,xy
False,nusoxap_1,noun,na,na,na,na,xf,xs,xi,xu,xy
False,nusoxap_1,noun,na,na,na,na,xf,xs,xd,xu,xy
False,rAqid_1,adj,na,na,na,na,xf,xs,xd,xu,xy
False,hubuwT_1,noun,na,na,na,na,xm,xs,xi,xu,xy
False,hubuwT_1,noun,na,na,na,na,xm,xs,xc,xu,xy
False,hubuwT_1,noun,na,na,na,na,xm,xs,xd,xu,xy
False,wAlOHd_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,kiyluwmitr_1,noun,na,na,na,na,xm,xs,xi,xu,xy
True,kiyluwmitr_1,noun,na,na,na,na,xm,xs,xi,xa,xy
True,kiyluwmitr_1,noun,na,na,na,na,xf,xp,xi,xu,xy
False,AlOkvr_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,fawoqiy~_1,adj,na,na,na,na,xf,xs,xd,xu,xy
False,rAqab_1,verb,x3,xi,xp,xu,xf,xs,na,na,na
False,tadobiyr_1,noun,na,na,na,na,xm,xs,xi,xu,xy
False,tadobiyr_1,noun,na,na,na,na,xm,xs,xd,xu,xy
False,binAyap_1,noun,na,na,na,na,xf,xs,xi,xu,xy
False,AlOHyAC_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,OElY_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,lugap_1,noun,na,na,na,na,xf,xs,xi,xu,xy
False,lugap_1,noun,na,na,na,na,xf,xs,xd,xu,xy
False,tOvr_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,maTolaE_1,noun,na,na,na,na,xm,xs,xi,xu,xy
False,maTolaE_1,noun,na,na,na,na,xm,xs,xc,xu,xy
False,wcyfArdnAdzh_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,muTaw~al_1,adj,na,na,na,na,xm,xs,xi,xa,xy
False,AlsynmAQy_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,Zan~-u_1,verb,x1,xi,xa,xu,xm,xp,na,na,na
False,hdwC_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,taSofiyap_1,noun,na,na,na,na,xf,xp,xi,xu,xy
True,taSofiyap_1,noun,na,na,na,na,xf,xs,xi,xu,xy
True,taSofiyap_1,noun,na,na,na,na,xf,xp,xd,xu,xy
True,taSofiyap_1,noun,na,na,na,na,xf,xs,xd,xu,xy
False,OwrlAndw_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,lam~ap_1,noun,na,na,na,na,xf,xs,xc,xu,xy
False,ObAbA_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,maSiyr_1,noun,na,na,na,na,xm,xs,xi,xu,xy
False,maSiyr_1,noun,na,na,na,na,xm,xs,xc,xu,xy
False,maSiyr_1,noun,na,na,na,na,xm,xs,xd,xu,xy
False,mutaEah~id_1,noun,na,na,na,na,xm,xs,xd,xu,xy
False,lOmyn_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,qabor_1,noun,na,na,na,na,xm,xs,xi,xu,xy
False,54_0,noun_num,na,na,na,na,xm,xs,xi,xu,xy
False,tafAqum_1,noun,na,na,na,na,xm,xs,xi,xu,xy
False,crwT_0,noun,na,na,na,na,xm,xs,xi,xu,xy
False,marosiyliyA_1,noun_prop,na,na,na,na,xm,xs,xi,xu,xy
False,{inofarad_1,verb,x3,xp,xa,xi,xm,xs,na,na,na
False,{isotanokar_1,verb,x3,xp,xa,xi,xf,xs,na,na,na
False,muviyr_1,noun,na,na,na,na,xm,xs,xi,xu,xy
True,muviyr_1,noun,na,na,na,na,xf,xs,xi,xu,xy
True,muviyr_1,noun,na,na,na,na,xm,xs,xd,xu,xy
False,muviyr_1,noun,na,na,na,na,xm,xp,xi,xa,xy
False,muEaT~al_1,adj,na,na,na,na,xm,xs,xi,xu,xy
False,mljO_0,noun,na,na,na,na,xm,xs,xi,xu,xy
